"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","itemname","itemclass","vendorprice"
"1546121711","31282","Eonar","2560932","3414576","1","VERY_LONG","0","0","36","Shroud of Spiritual Purity","4","48956"
"1546580454","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121710","37786","Eonar","9321421","12428562","1","VERY_LONG","0","0","27","Legguards of the Forlorn Seas","4","67674"
"1546580455","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121709","10370","Eonar","17191803","22922404","1","VERY_LONG","0","0","53","Imbued Plate Girdle","4","12295"
"1546580452","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121708","24788","Eonar","1221327","1628437","1","VERY_LONG","0","0","0","Murkblood Shoulderguards","4","34624"
"1546580453","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121707","8143","Eonar","22267925","29690567","1","VERY_LONG","0","0","54","Chromite Legplates","4","12647"
"1546580450","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121706","8273","Eonar","3519189","4692252","1","VERY_LONG","0","0","0","Valorous Wristguards","4","6290"
"1546580451","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121705","70929","Eonar","2385284","3180379","1","VERY_LONG","0","0","5","Firebound Gorget","4","53434"
"1546121704","9869","Eonar","7701195","10268260","1","VERY_LONG","0","0","54","Renegade Belt","4","2611"
"1546580449","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546580476","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546121714","862","Eonar","13171161","17561549","1","VERY_LONG","0","0","1","Runed Ring","4","38222"
"1546580475","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546580472","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546580470","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546580471","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546121725","1988","Eonar","15777759","21037012","1","VERY_LONG","0","0","54","Chief Brigadier Gauntlets","4","3346"
"1546580469","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546121723","7431","Eonar","953429","1271239","1","VERY_LONG","0","0","54","Twilight Pants","4","6823"
"1546580467","2592","Vek'nilash","37880","39880","20","LONG","0","0","0","Wool Cloth","7","33"
"1546121669","7491","Eonar","3432768","4577025","1","VERY_LONG","0","0","1","Captain's Shoulderguards","4","7139"
"1546121664","9872","Eonar","1129418","1505891","1","VERY_LONG","0","0","54","Renegade Pauldrons","4","4755"
"1546121678","7418","Eonar","1395453","1860605","1","VERY_LONG","0","0","54","Phalanx Breastplate","4","4965"
"1546121675","7444","Eonar","6963939","9285253","1","VERY_LONG","0","0","54","Sentinel Boots","4","4719"
"1546580447","152511","Vek'nilash","3028580","3187980","20","LONG","0","0","0","Sea Stalk","7","1"
"1546121685","7113","Eonar","26147029","34862706","1","VERY_LONG","0","0","54","Mistscape Armor","4","11737"
"1546121683","24878","Eonar","5070440","6760587","1","VERY_LONG","0","0","30","Der'izu Belt","4","21562"
"1546121681","10174","Eonar","734010","978681","1","VERY_LONG","0","0","43","Mystical Cape","4","14185"
"1546121695","9919","Eonar","7673061","10230748","1","VERY_LONG","0","0","1","Tracker's Cloak","4","7195"
"1546121692","14935","Eonar","2305266","3073688","1","VERY_LONG","0","0","1","Heroic Skullcap","4","24830"
"1546121766","24775","Eonar","9626192","12834923","1","VERY_LONG","0","0","30","Boneshredder Jerkin","4","42131"
"1546121765","14825","Eonar","8560817","11414423","1","VERY_LONG","0","0","54","Symbolic Crest","4","8595"
"1546121764","14271","Eonar","3582382","4776510","1","VERY_LONG","0","0","53","Gaea's Circlet","4","11526"
"1546580525","9484","Vek'nilash","20682825","21771395","1","LONG","0","0","0","Spellshock Leggings","4","17929"
"1546121761","8135","Eonar","1309092","1745456","1","VERY_LONG","0","0","53","Chromite Shield","4","11234"
"1546121772","14682","Eonar","3575571","4767429","1","VERY_LONG","0","0","1","Indomitable Armguards","4","13948"
"1546121770","24875","Eonar","9282030","12376041","1","VERY_LONG","0","0","30","Ironspine Legguards","4","41562"
"1546121768","7521","Eonar","873497","1164663","1","VERY_LONG","0","0","54","Gossamer Gloves","4","6266"
"1546121783","9954","Eonar","4785770","6381027","1","VERY_LONG","0","0","54","Chieftain's Leggings","4","16976"
"1546121782","10088","Eonar","2812487","3749983","1","VERY_LONG","0","0","1","Gothic Plate Girdle","4","5551"
"1546121780","24679","Eonar","1140558","1520744","1","VERY_LONG","0","0","0","Archmage Robe","4","48451"
"1546121779","24646","Eonar","9618646","12824862","1","VERY_LONG","0","0","28","Astralaan Boots","4","30768"
"1546121778","15430","Eonar","3728778","4971705","1","VERY_LONG","0","0","1","Peerless Headband","4","25796"
"1546121777","21855","Eonar","1087259","1449679","1","VERY_LONG","0","0","0","Netherweave Tunic","4","45894"
"1546121776","14257","Eonar","2874108","3832144","1","VERY_LONG","0","0","54","Lunar Leggings","4","10840"
"1546646072","159511","Blade's Edge","167727161","171150165","1","VERY_LONG","0","0","0","Wavecaller Fists","2","625387"
"1546121791","2059","Eonar","9162382","12216510","1","VERY_LONG","0","0","54","Sentry Cloak","4","1508"
"1546646071","25249","Blade's Edge","141412145","144298108","1","VERY_LONG","0","0","28","Ranger's Recurved Bow","2","74315"
"1546121789","7418","Eonar","1395453","1860605","1","VERY_LONG","0","0","54","Phalanx Breastplate","4","4965"
"1546121788","14960","Eonar","17992797","23990397","1","VERY_LONG","0","0","53","High Chief's Belt","4","8572"
"1546121787","10241","Eonar","3277295","4369727","1","VERY_LONG","0","0","0","Heavy Lamellar Helm","4","14716"
"1546646067","159547","Blade's Edge","116757631","119140440","1","VERY_LONG","0","0","0","Warport Clobberer","2","616480"
"1546646066","36538","Blade's Edge","77568057","79151079","1","VERY_LONG","0","0","36","Trollish Destroyer","2","107153"
"1546121785","24687","Eonar","3913311","5217749","1","VERY_LONG","0","0","0","Elementalist Tunic","4","49940"
"1546646065","31142","Blade's Edge","41954949","42811173","1","VERY_LONG","0","0","0","Blade of Trapped Knowledge","2","96209"
"1546121784","15189","Eonar","3011160","4014881","1","VERY_LONG","0","0","1","Grand Boots","4","26277"
"1546121735","14253","Eonar","4029044","5372059","1","VERY_LONG","0","0","54","Lunar Handwraps","4","4961"
"1546580494","106688","Vek'nilash","19389338","20409830","1","LONG","0","0","0","Ironfist Gauntlets","4","87623"
"1546580490","31336","Vek'nilash","1023140432","1076989929","1","LONG","0","0","0","Blade of Wizardry","2","849259"
"1546121730","7112","Eonar","19460562","25947417","1","VERY_LONG","0","0","1","Aurora Armor","4","7957"
"1546121749","15672","Eonar","3009903","4013205","1","VERY_LONG","0","0","1","Magnificent Gauntlets","4","17070"
"1546121746","8133","Eonar","2482242","3309656","1","VERY_LONG","0","0","54","Myrmidon's Pauldrons","4","12192"
"1546121758","24904","Eonar","1456727","1942303","1","VERY_LONG","0","0","0","Talhide Chestpiece","4","48264"
"1546580503","13083","Vek'nilash","15121981","15917875","1","LONG","0","0","0","Garrett Family Crest","4","37637"
"1546121756","37785","Eonar","2518206","3357608","1","VERY_LONG","0","0","36","Girdle of the Howling Berserker","4","33202"
"1546580501","15532","Vek'nilash","217274549","228710052","1","LONG","0","0","0","Sentry's Armsplints","4","1108"
"1546121753","24794","Eonar","2410514","3214019","1","VERY_LONG","0","0","0","Expedition Hood","4","36546"
"1546580496","1718","Vek'nilash","33341276","35096081","1","LONG","0","0","0","Basilisk Hide Pants","4","11257"
"1546121830","8107","Eonar","261342","348457","1","VERY_LONG","0","0","43","Hibernal Boots","4","10372"
"1546121828","15636","Eonar","8607576","11476769","1","VERY_LONG","0","0","53","Formidable Belt","4","7431"
"1546252906","82800","Vek'nilash","433408","433408","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546252909","82800","Vek'nilash","597998","597998","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546121838","10170","Eonar","2270877","3027837","1","VERY_LONG","0","0","53","Templar Pauldrons","4","17651"
"1546121837","25015","Eonar","2564840","3419787","1","VERY_LONG","0","0","0","Shattered Hand Sabatons","4","39646"
"1546121836","10171","Eonar","1316543","1755391","1","VERY_LONG","0","0","54","Templar Bracers","4","10592"
"1546121847","8281","Eonar","14742891","19657188","1","VERY_LONG","0","0","54","Valorous Pauldrons","4","10450"
"1546252921","82800","Vek'nilash","6027479","6027479","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646143","36538","Blade's Edge","77568057","79151079","1","VERY_LONG","0","0","36","Trollish Destroyer","2","107153"
"1546646142","36664","Blade's Edge","29893586","30503660","1","VERY_LONG","0","0","36","Chilled Wand","2","104427"
"1546121845","9292","Eonar","12274717","16366290","1","VERY_LONG","0","0","1","Field Plate Pauldrons","4","6436"
"1546646140","67029","Blade's Edge","267551479","273011714","1","VERY_LONG","0","0","0","Death Pyre Mace","2","167678"
"1546121843","24761","Eonar","4770486","6360648","1","VERY_LONG","0","0","30","Umbrafen Cap","4","30996"
"1546252925","82800","Vek'nilash","21969999","21969999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546252924","82800","Vek'nilash","79289999","79289999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546121841","15114","Eonar","4411240","5881654","1","VERY_LONG","0","0","54","Rigid Cape","4","650"
"1546121840","10057","Eonar","5040281","6720375","1","VERY_LONG","0","0","53","Duskwoven Tunic","4","22245"
"1546121855","9874","Eonar","11246868","14995824","1","VERY_LONG","0","0","1","Sorcerer Drape","4","10152"
"1546252913","82800","Vek'nilash","8941999","8941999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546121854","8110","Eonar","5661287","7548383","1","VERY_LONG","0","0","54","Hibernal Gloves","4","6375"
"1546646134","170117","Blade's Edge","33604200","34290000","1","VERY_LONG","0","0","0","Wavebinder's Rod","2","777400"
"1546121853","6430","Eonar","462220","616294","1","VERY_LONG","0","0","53","Imperial Leather Breastplate","4","12738"
"1546121852","7469","Eonar","1684872","2246496","1","VERY_LONG","0","0","1","Regal Leggings","4","10997"
"1546646132","87417","Blade's Edge","87987191","88623319","1","VERY_LONG","0","0","0","Staff of Broken Hopes","2","1035011"
"1546121851","24659","Eonar","5792506","7723342","1","VERY_LONG","0","0","30","Consortium Mantle","4","30568"
"1546121850","71038","Eonar","15239219","18517399","1","VERY_LONG","0","0","3","Ward of the Red Widow","4","91171"
"1546646130","159568","Blade's Edge","83423841","85126369","1","VERY_LONG","0","0","0","Wintersail Staff","2","773216"
"1546646129","161930","Vek'nilash","5000000","5000000","1","VERY_LONG","0","0","13","Finely-Tuned Stormsteel Destroyer","2","909207"
"1546121798","13122","Eonar","8654312","11539083","1","VERY_LONG","0","0","54","Dark Phantom Cape","4","20068"
"1546121797","8245","Eonar","4652417","6203223","1","VERY_LONG","0","0","53","Imperial Red Tunic","4","22615"
"1546121796","10184","Eonar","987702","1316936","1","VERY_LONG","0","0","54","Swashbuckler's Bracers","4","9185"
"1546121794","8259","Eonar","7349520","9799360","1","VERY_LONG","0","0","54","Serpentskin Cloak","4","12777"
"1546121793","10068","Eonar","347769","463693","1","VERY_LONG","0","0","53","Righteous Boots","4","12755"
"1546121792","9897","Eonar","721283","961711","1","VERY_LONG","0","0","1","Jazeraint Chestguard","4","8596"
"1546121806","24767","Eonar","17057038","22742718","1","VERY_LONG","0","0","30","Clefthoof Hidemantle","4","43195"
"1546121805","14909","Eonar","22536155","30048207","1","VERY_LONG","0","0","54","Brutish Shoulders","4","8554"
"1546646085","94100","Blade's Edge","72089792","73561013","1","VERY_LONG","0","0","0","Weighty Stone Axe","2","228529"
"1546121804","8128","Eonar","2272807","3030410","1","VERY_LONG","0","0","54","Myrmidon's Gauntlets","4","7309"
"1546121803","10068","Eonar","347769","463693","1","VERY_LONG","0","0","54","Righteous Boots","4","12755"
"1546121802","15621","Eonar","30629686","40839582","1","VERY_LONG","0","0","54","Gryphon Mail Buckler","4","15766"
"1546646082","25120","Blade's Edge","41275464","42117821","1","VERY_LONG","0","0","36","Rockshard Club","2","56734"
"1546121800","7434","Eonar","3097296","4129729","1","VERY_LONG","0","0","54","Twilight Boots","4","4429"
"1546646080","25164","Blade's Edge","106950497","109133161","1","VERY_LONG","0","0","30","Crude Umbrafen Blade","2","76988"
"1546646109","159493","Blade's Edge","21207788","21640601","1","VERY_LONG","0","0","0","Gnarlwood Crossbow","2","712542"
"1546121812","24984","Eonar","28454043","37938725","1","VERY_LONG","0","0","30","Boulderfist Armor","4","40947"
"1546252890","82800","Vek'nilash","546028","546028","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646107","25249","Blade's Edge","141412145","144298108","1","VERY_LONG","0","0","28","Ranger's Recurved Bow","2","74315"
"1546121810","25000","Eonar","5917317","7889756","1","VERY_LONG","0","0","0","Bloodfist Breastplate","4","41974"
"1546580571","15532","Vek'nilash","217274549","228710052","1","LONG","0","0","0","Sentry's Armsplints","4","1108"
"1546121809","9863","Eonar","911439","1215252","1","VERY_LONG","0","0","53","Archer's Shoulderpads","4","4482"
"1546121808","9953","Eonar","2034727","2712970","1","VERY_LONG","0","0","54","Chieftain's Headdress","4","11831"
"1546646103","159475","Blade's Edge","106519072","108692931","1","VERY_LONG","0","0","0","Shipwrecker Axe","2","574517"
"1546646102","36514","Blade's Edge","39069171","39866502","1","VERY_LONG","0","0","0","Kingly Battlehammer","2","154224"
"1546646101","159474","Blade's Edge","324576000","331200000","1","VERY_LONG","0","0","0","Tideguard Handaxe","2","572305"
"1546121818","14920","Eonar","325141688","433522251","1","VERY_LONG","0","0","53","Jade Legplates","4","17053"
"1546121895","132743","Eonar","8340799","11121066","1","VERY_LONG","0","0","1","Slither-Scale Gauntlets","4","697"
"1546646191","116544","Blade's Edge","63796250","65098215","1","VERY_LONG","0","0","0","Auchenai Bow","2","295521"
"1546449581","15169","Blade's Edge","21310599","21310599","1","SHORT","0","0","54","Imposing Shoulders","4","7745"
"1546646190","159551","Blade's Edge","107922607","110125110","1","VERY_LONG","0","0","0","Tideguard Maul","2","781584"
"1546252971","82800","Vek'nilash","265679","265679","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646189","25173","Blade's Edge","10875200140","11097143000","1","VERY_LONG","0","0","0","Master's Bo Staff","2","66418"
"1546646188","55436","Blade's Edge","31945208","32597152","1","VERY_LONG","0","0","28","Sishir Spellblade","2","133469"
"1546580650","55639","Vek'nilash","22226989","23396831","1","LONG","0","0","0","Ravenholdt Bindings","4","48662"
"1546646187","25253","Blade's Edge","82990489","84684173","1","VERY_LONG","0","0","3","Windspear Longbow","2","91900"
"1546449577","14202","Blade's Edge","40952124","40952124","1","SHORT","0","0","54","Thistlefur Jerkin","4","5838"
"1546646186","25271","Blade's Edge","64474735","65790546","1","VERY_LONG","0","0","36","Croc-Hunter's Rifle","2","67659"
"1546252975","82800","Vek'nilash","11924705","11924705","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546121888","6540","Eonar","810593","1080791","1","VERY_LONG","0","0","1","Willow Pants","4","754"
"1546449572","14217","Blade's Edge","17307940","17307940","1","SHORT","0","0","54","Geomancer's Cord","4","2884"
"1546449573","9900","Blade's Edge","8859084","8859084","1","SHORT","0","0","1","Jazeraint Gauntlets","4","3748"
"1546449574","7609","Blade's Edge","21807670","21807670","1","SHORT","0","0","1","Elder's Amber Stave","4","4337"
"1546646181","36706","Blade's Edge","51622842","52676370","1","VERY_LONG","0","0","36","Tenacious Vine Staff","2","105177"
"1546121900","14278","Eonar","10030241","13373655","1","VERY_LONG","0","0","53","Opulent Mantle","4","11746"
"1546449575","15962","Blade's Edge","80768704","80768704","1","SHORT","0","0","54","Satyr's Rod","4","3655"
"1546646180","25251","Blade's Edge","65104977","66433650","1","VERY_LONG","0","0","30","Orc Flatbow","2","79965"
"1546252964","82800","Vek'nilash","3304826","3304826","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646178","55341","Blade's Edge","77743404","79330005","1","VERY_LONG","0","0","29","Bladefist Staff","2","177176"
"1546252966","82800","Vek'nilash","20066","20066","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449571","15152","Blade's Edge","27116144","27116144","1","SHORT","0","0","54","Nocturnal Shoes","4","6217"
"1546646207","161930","Vek'nilash","5000000","5000000","1","VERY_LONG","0","0","13","Finely-Tuned Stormsteel Destroyer","2","909207"
"1546252987","82800","Vek'nilash","971244","971244","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449598","14943","Blade's Edge","49441213","49441213","1","SHORT","0","0","54","Warbringer's Belt","4","4460"
"1546449592","15363","Blade's Edge","28567843","28567843","1","SHORT","0","0","54","Trickster's Headdress","4","6839"
"1546646202","106675","Blade's Edge","70161073","71592932","1","VERY_LONG","0","0","29","Windswept Robe","4","173373"
"1546646201","55332","Blade's Edge","56133466","57279047","1","VERY_LONG","0","0","28","Bladefist Dagger","2","147533"
"1546646200","116577","Blade's Edge","165580448","168959641","1","VERY_LONG","0","0","29","Longclaw Broadaxe","2","298811"
"1546449590","15363","Blade's Edge","28567843","28567843","1","SHORT","0","0","53","Trickster's Headdress","4","6839"
"1546252981","82800","Vek'nilash","9477761","9477761","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449584","31293","Blade's Edge","10017911","10017911","1","SHORT","0","0","30","Girdle of Gale Force","4","26683"
"1546646194","36591","Blade's Edge","94811391","96746318","1","VERY_LONG","0","0","0","Winged Axe","2","98374"
"1546646193","36578","Blade's Edge","126209365","128785067","1","VERY_LONG","0","0","36","Troll Chopper","2","82410"
"1546449587","24716","Blade's Edge","1852220","1852220","1","SHORT","0","0","27","Vengeance Bands","4","19297"
"1546646192","25107","Blade's Edge","44291063","45194963","1","VERY_LONG","0","0","29","Draconic Dagger","2","61001"
"1546121863","4738","Eonar","2271385","3028514","1","VERY_LONG","0","0","1","Imperial Leather Belt","4","4638"
"1546121860","24679","Eonar","933183","1244245","1","VERY_LONG","0","0","0","Archmage Robe","4","48451"
"1546187404","159789","Blade's Edge","3381000","3450000","1","VERY_LONG","0","0","0","Enchant Weapon - Stalwart Navigation","8","625"
"1546187405","159789","Blade's Edge","3381000","3450000","1","VERY_LONG","0","0","0","Enchant Weapon - Stalwart Navigation","8","625"
"1546252940","82800","Vek'nilash","14538368","14538368","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546187406","159789","Blade's Edge","3381000","3450000","1","VERY_LONG","0","0","0","Enchant Weapon - Stalwart Navigation","8","625"
"1546121856","10126","Eonar","4573995","6098660","1","VERY_LONG","0","0","53","Ornate Bracers","4","10402"
"1546646152","55396","Blade's Edge","98465972","100475482","1","VERY_LONG","0","0","0","Irontree Hammer","2","174803"
"1546252929","82800","Vek'nilash","41869999","41869999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646150","159474","Blade's Edge","27391730","27950745","1","VERY_LONG","0","0","0","Tideguard Handaxe","2","572305"
"1546252931","82800","Vek'nilash","654944","654944","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646149","36542","Blade's Edge","130595987","133261212","1","VERY_LONG","0","0","0","Invasion Blade","2","163050"
"1546121868","14661","Eonar","8177459","10903279","1","VERY_LONG","0","0","54","Keeper's Cord","4","7689"
"1546252935","82800","Vek'nilash","127040","127040","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646145","25164","Blade's Edge","106950497","109133161","1","VERY_LONG","0","0","29","Crude Umbrafen Blade","2","76988"
"1546121876","10084","Eonar","6588433","8784578","1","VERY_LONG","0","0","54","Lord's Legguards","4","17787"
"1546252954","82800","Vek'nilash","11561966","11561966","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546252957","82800","Vek'nilash","50459","50459","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646171","29377","Blade's Edge","72760239","74245142","1","VERY_LONG","0","0","14","Ethereum Phase-Spear","2","78315"
"1546121874","10381","Eonar","6315798","8421065","1","VERY_LONG","0","0","54","Commander's Girdle","4","17890"
"1546646170","36604","Blade's Edge","59930448","61153519","1","VERY_LONG","0","0","36","Grizzly Glaive","2","93851"
"1546252959","82800","Vek'nilash","16565111","16565111","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546252945","82800","Vek'nilash","68737380","68737380","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546121886","15978","Eonar","15011226","20014968","1","VERY_LONG","0","0","54","Geomancer's Rod","4","7176"
"1546121882","10175","Eonar","601035","801381","1","VERY_LONG","0","0","54","Mystical Headwrap","4","15739"
"1546252951","82800","Vek'nilash","11969999","11969999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646254","15164","Blade's Edge","22271230","22725745","1","VERY_LONG","0","0","53","Imposing Vest","4","12790"
"1546449646","14604","Blade's Edge","9815335","9815335","1","SHORT","0","0","54","Warden's Wizard Hat","4","8364"
"1546253034","82800","Vek'nilash","119418494","119418494","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646252","55555","Blade's Edge","34560088","35265396","1","VERY_LONG","0","0","28","Fargodeep Girdle","4","51378"
"1546449640","14249","Blade's Edge","9989997","9989997","1","SHORT","0","0","54","Lunar Vest","4","13229"
"1546646250","24872","Blade's Edge","38234391","39014685","1","VERY_LONG","0","0","1","Ironspine Chain Vest","4","41102"
"1546449642","14768","Blade's Edge","29584025","29584025","1","SHORT","0","0","54","Ravager's Armor","4","9994"
"1546253027","82800","Vek'nilash","353751","353751","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646244","67032","Blade's Edge","334848370","341682011","1","VERY_LONG","0","0","0","Firm-Set Treads","4","90929"
"1546253031","82800","Vek'nilash","1358693","1358693","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449634","14262","Blade's Edge","8424169","8424169","1","SHORT","0","0","54","Bloodwoven Mitts","4","5555"
"1546580705","24667","Vek'nilash","485348","510893","1","LONG","0","0","0","Shadow Council Mantle","4","32137"
"1546646271","24864","Blade's Edge","52428921","53498899","1","VERY_LONG","0","0","28","Blood Knight Breastplate","4","42074"
"1546646269","94038","Blade's Edge","60344293","61575810","1","VERY_LONG","0","0","0","Forgotten Peacekeeper Gauntlets","4","68846"
"1546646268","160147","Blade's Edge","25694758","26219141","1","VERY_LONG","0","0","0","Saurifeather Gloves","4","213066"
"1546449656","14945","Blade's Edge","11909768","11909768","1","SHORT","0","0","54","Warbringer's Legguards","4","11257"
"1546646267","25079","Blade's Edge","105289473","107438238","1","VERY_LONG","0","0","29","Outland Shield","4","36954"
"1546449658","37587","Blade's Edge","9990000","9990000","1","SHORT","0","0","2","Ymirjar Physician's Robe","4","72407"
"1546646264","161930","Vek'nilash","5000000","5000000","1","VERY_LONG","0","0","13","Finely-Tuned Stormsteel Destroyer","2","909207"
"1546449653","14230","Blade's Edge","66780821","66780821","1","SHORT","0","0","54","Embersilk Tunic","4","9037"
"1546449649","14918","Blade's Edge","22767874","22767874","1","SHORT","0","0","54","Jade Belt","4","6432"
"1546580723","12425","Vek'nilash","1939454","2041531","1","LONG","0","0","0","Imperial Plate Bracers","4","10638"
"1546646223","161930","Vek'nilash","5000000","5000000","1","VERY_LONG","0","0","13","Finely-Tuned Stormsteel Destroyer","2","909207"
"1546253000","82800","Vek'nilash","29859999","29859999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546646222","25038","Blade's Edge","75552596","77094486","1","VERY_LONG","0","0","30","Forest Shroud","4","29951"
"1546646221","31184","Blade's Edge","141246041","144128614","1","VERY_LONG","0","0","0","Legion Headguard","4","30848"
"1546253005","82800","Vek'nilash","9909999","9909999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449608","14605","Blade's Edge","80594040","80594040","1","SHORT","0","0","54","Warden's Woolies","4","9615"
"1546646216","55550","Blade's Edge","135774112","138545013","1","VERY_LONG","0","0","0","Steelgrill Pauldrons","4","76811"
"1546449604","15613","Blade's Edge","31666951","31666951","1","SHORT","0","0","54","Bonelink Belt","4","4327"
"1546646215","55428","Blade's Edge","38615649","39403724","1","VERY_LONG","0","0","0","Direforge Shield","4","89752"
"1546646214","36396","Blade's Edge","35442267","36165579","1","VERY_LONG","0","0","3","Necropolis Sabatons","4","63428"
"1546646213","169411","Blade's Edge","32516119","33179714","1","VERY_LONG","0","0","0","Slithershell Belt","4","207174"
"1546252994","82800","Vek'nilash","15116726","15116726","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546580672","6413","Vek'nilash","25676315","27027701","1","LONG","0","0","0","Chief Brigadier Bracers","4","2930"
"1546253019","82800","Vek'nilash","58239999","58239999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449631","9900","Blade's Edge","8859084","8859084","1","SHORT","0","0","1","Jazeraint Gauntlets","4","3748"
"1546253021","82800","Vek'nilash","13130234","13130234","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546253023","82800","Vek'nilash","13726480","13726480","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449627","14940","Blade's Edge","24083932","24083932","1","SHORT","0","0","54","Warbringer's Sabatons","4","7090"
"1546449620","15169","Blade's Edge","21310599","21310599","1","SHORT","0","0","54","Imposing Shoulders","4","7745"
"1546253008","82800","Vek'nilash","948998","948998","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449622","15597","Blade's Edge","37079995","37079995","1","SHORT","0","0","54","Steadfast Shoulders","4","6541"
"1546253010","82800","Vek'nilash","28695130","28695130","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546253013","82800","Vek'nilash","1034786","1034786","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546253015","82800","Vek'nilash","287999","287999","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546449618","14605","Blade's Edge","80594040","80594040","1","SHORT","0","0","54","Warden's Woolies","4","9615"
"1546580689","90724","Vek'nilash","47984712","50510224","1","LONG","0","0","0","Spriggin's Sproggin' Leggin'","4","723557"
"1546646224","24753","Blade's Edge","30431620","31052674","1","VERY_LONG","0","0","29","Daggerfen Cowl","4","29462"
"1546580779","12425","Vek'nilash","1939454","2041531","1","LONG","0","0","0","Imperial Plate Bracers","4","10638"
"1546646314","55377","Blade's Edge","44805024","45719413","1","VERY_LONG","0","0","28","Thondroril Crystal","4","83757"
"1546646311","160133","Blade's Edge","127626927","130231559","1","VERY_LONG","0","0","0","Brutohide Vest","4","402204"
"1546646308","55568","Blade's Edge","112106766","114394660","1","VERY_LONG","0","0","0","Frayfeather Bracers","4","51212"
"1546122026","9938","Eonar","5375724","7167633","1","VERY_LONG","0","0","54","Abjurer's Cloak","4","10531"
"1546646305","82128","Blade's Edge","74950033","76479626","1","VERY_LONG","0","0","36","Miner Sabatons","4","92590"
"1546122036","25006","Eonar","7651119","10201493","1","VERY_LONG","0","0","0","Conqueror's Girdle","4","22011"
"1546580795","12425","Vek'nilash","1939454","2041531","1","LONG","0","0","0","Imperial Plate Bracers","4","10638"
"1546449676","14832","Blade's Edge","54597310","54597310","1","SHORT","0","0","54","Symbolic Vambraces","4","4160"
"1546646287","159264","Blade's Edge","274295813","279893687","1","VERY_LONG","0","0","0","Eventide Cape","4","318306"
"1546646286","169402","Blade's Edge","92393156","94278731","1","VERY_LONG","0","0","0","Deeptide Amice","4","321093"
"1546646285","70017","Blade's Edge","1844318935","1881958097","1","VERY_LONG","0","0","0","Bloodthirsty Ornate Pyrium Shoulders","4","55188"
